Deformation[in],Force[kip]
-1.183731282785714,111.27161449994661
-1.1066369889642862,111.28868964996342
-1.029542695142857,111.30576479998022
-0.9524484013214292,111.32283994999703
-0.8753541075,111.33991510001384
-0.7982598136785712,111.74006706785958
-0.7211655198571433,112.18767987994731
-0.6440712260357144,112.63529269203504
-0.5669769322142857,113.08290550412276
-0.48988263839285684,113.53051831621049
-0.4127883445714289,113.9781311282982
-0.3356940507499998,114.48744304310439
-0.2585997569285714,115.02116339408947
-0.18150546310714302,115.55488374507456
-0.10441116928571464,116.08860409605964
-0.027316875464285184,116.62232444704473
0.04977741835714217,117.15604479802981
0.12687171217857063,117.6897651490149
0.203966006,118.2234855
0.28118170814285715,118.13997053797527
0.35839741028571426,118.05645557595055
0.4356131124285714,117.97294061392583
0.5128288145714286,117.88942565190112
0.5900445167142857,117.8059106898764
0.6672602188571428,117.72239572785168
0.7444759210000002,117.78427846579076
0.8216916231428572,118.06771960186427
0.8989073252857143,118.35116073793778
0.9761230274285715,118.63460187401128
1.0533387295714287,118.91804301008479
1.1305544317142857,119.2014841461583
1.2077701338571432,119.4849252822318
1.2849858360000002,119.7683664183053
1.3622015381428574,120.10651202258217
1.4394172402857142,120.44993943770534
1.5166329424285718,120.79336685282851
1.5938486445714286,121.13679426795167
1.671064346714286,121.48022168307484
1.7482800488571428,121.82364909819802
1.825495751,122.16707651332119
1.9027114531428575,122.51050392844436
1.9799271552857143,122.6737278391829
2.0571428574285715,122.78229986734442
2.134358559571429,122.89087189550592
2.211574261714286,122.99944392366744
2.288789963857143,123.10801595182895
2.3660056660000004,123.21658797999046
2.4432213681428574,123.32516000815198
2.5204370702857144,123.38770940011075
2.597652772428572,123.40481144009274
2.6748684745714293,123.42191348007475
2.752084176714286,123.43901552005676
2.8292998788571433,123.45611756003876
2.9065155810000003,123.47321960002077
2.9837312831428573,123.49032164000276
3.0609469852857147,123.59141498979477
3.1381626874285717,123.79145700610053
3.2153783895714287,123.9914990224063
3.292594091714286,124.19154103871207
3.369809793857143,124.39158305501785
3.447025496,124.5916250713236
3.524241198142857,124.79166708762938
3.6014569002857146,124.97705993412364
3.6786726024285716,125.10196588858042
3.7558883045714286,125.2268718430372
3.833104006714286,125.35177779749398
3.910319708857143,125.47668375195077
3.987535411,125.60158970640755
4.064751113142858,125.73173484602495
4.1419668152857145,126.02324686053979
4.219182517428571,126.31475887505464
4.296398219571429,126.60627088956947
4.373613921714286,126.89778290408432
4.4508296238571425,127.18929491859916
4.528045326,127.480806933114
4.6052610281428565,127.77231894762885
4.682476730285714,128.0638309621437
4.759692432428571,128.35534297665853
4.836908134571428,128.62154254285585
4.914123836714285,128.83987857177763
4.991339538857143,129.0582146006994
5.068555240999999,129.27655062962117
5.145770943142857,129.49488665854295
5.222986645285714,129.7132226874647
5.300202347428571,129.9315587163865
5.377418049571428,130.26409855107488
5.454633751714286,130.63631936738324
5.531849453857142,131.00854018369162
5.609065156,131.380761
5.541076487333333,88.8407857699754
5.4730878186666665,76.86559419749722
5.40509915,53.59472203
5.337110481333333,36.968367878408934
5.269121812666667,20.120529843055152
5.201133144,2.386756139
5.123896016867647,-6.084523079389842
5.046658889735294,-26.562837650484582
4.969421762602941,-37.232670596149966
4.8921846354705885,-46.75618455156069
4.814947508338235,-54.10599185389816
4.737710381205882,-62.07558195365843
4.660473254073529,-69.51333139749372
4.583236126941176,-73.37324381362494
4.505998999808823,-77.23315622975616
4.42876187267647,-80.04076080395825
4.3515247455441175,-82.51108724053375
4.274287618411765,-84.98141367710927
4.197050491279412,-87.31492015161784
4.119813364147059,-89.20610455328077
4.042576237014705,-91.09728895494368
3.965339109882353,-92.98847335660658
3.88810198275,-94.8796577582695
3.8108648556176465,-96.77084215993241
3.7336277284852937,-98.66202656159534
3.6563906013529412,-99.84158709727559
3.579153474220588,-100.89984810813938
3.5019163470882346,-101.95810911900317
3.4246792199558818,-103.01637012986694
3.3474420928235293,-104.07463114073072
3.270204965691176,-105.1328921515945
3.1929678385588227,-106.10682111587377
3.1157307114264707,-106.98659854755262
3.0384935842941174,-107.86637597923149
2.961256457161764,-108.74615341091037
2.8840193300294112,-109.62593084258923
2.806782202897058,-110.5057082742681
2.729545075764706,-111.36066958025238
2.6523079486323526,-112.16057010592982
2.5750708214999998,-112.96047063160727
2.4978336943676465,-113.76037115728471
2.420596567235293,-114.56027168296215
2.3433594401029407,-115.36017220863958
2.266122312970588,-116.01051678663829
2.188885185838235,-116.40504198390262
2.1116480587058817,-116.79956718116695
2.0344109315735284,-117.19409237843128
1.957173804441176,-117.5886175756956
1.879936677308823,-118.01348281254086
1.80269955017647,-118.75523293270629
1.7254624230441171,-119.49698305287173
1.648225295911764,-120.23873317303716
1.570988168779411,-120.9804832932026
1.4937510416470579,-121.72223341336803
1.4165139145147054,-122.12794680992778
1.3392767873823526,-122.29602097530328
1.2620396602499988,-122.46409514067878
1.184802533117646,-122.63216930605428
1.107565405985293,-122.87950414986125
1.0303282788529404,-123.4772546360473
0.9530911517205872,-124.07500512223338
0.8758540245882347,-124.67275560841944
0.7986168974558815,-125.2705060946055
0.721379770323529,-125.86825658079157
0.6441426431911745,-126.43017878631356
0.5669055160588219,-126.9505101209116
0.48966838892646936,-127.47084145550964
0.41243126179411577,-127.9911727901077
0.3351941346617629,-128.62257179917285
0.25795700752941064,-129.36432191933827
0.18071988039705836,-130.10607203950372
0.10348275326470457,-130.84782215966914
0.026245626132352262,-131.58957227983458
-0.050991501,-132.3313224
-0.12879543509859154,-132.82879233465843
-0.20659936919718308,-133.32626226931686
-0.2844033032957746,-133.82373220397528
-0.36220723739436617,-134.3212021386337
-0.44001117149295765,-135.164196871783
-0.5178151055915492,-136.0685347775925
-0.5956190396901407,-136.97287268340202
-0.6734229737887323,-137.87721058921153
-0.7512269078873239,-138.78154849502104
-0.8290308419859153,-139.53225140594733
-0.9068347760845068,-140.18313056431606
-0.9846387101830985,-140.8340097226848
-1.06244264428169,-141.48488888105356
-1.1402465783802815,-142.1357680394223
-1.218050512478873,-142.88137883235277
-1.2958544465774646,-143.79317139577194
-1.3736583806760563,-144.70496395919108
-1.4514623147746477,-145.61675652261025
-1.5292662488732391,-146.34270075506268
-1.6070701829718308,-146.96823404029874
-1.6848741170704227,-147.59376732553483
-1.762678051169014,-148.2193006107709
-1.8404819852676053,-148.84483389600697
-1.918285919366197,-149.4703671837183
-1.9960898534647888,-150.09590048214235
-2.0738937875633803,-150.72143378056637
-2.1516977216619715,-151.34696707899042
-2.229501655760563,-151.97250037741443
-2.307305589859155,-152.59803367583848
-2.385109523957746,-153.2235669742625
-2.4629134580563377,-153.94549258055318
-2.5407173921549293,-154.72310112297646
-2.618521326253521,-155.50070966539977
-2.6963252603521126,-156.27831820782305
-2.774129194450704,-157.05592675024633
-2.8519331285492955,-157.8065233206391
-2.929737062647887,-158.51500673794826
-3.0075409967464783,-159.22349015525742
-3.08534493084507,-159.9319735725666
-3.1631488649436617,-160.64045698987576
-3.2409527990422533,-161.22557867836534
-3.318756733140845,-161.72304861302376
-3.3965606672394357,-162.2205185476822
-3.4743646013380283,-162.71798848234062
-3.5521685354366195,-163.2710182095268
-3.6299724695352107,-163.89655149623496
-3.7077764036338023,-164.52208478294312
-3.785580337732394,-165.1476180696513
-3.8633842718309857,-165.77315135635945
-3.9411882059295773,-166.39868464306758
-4.0189921400281685,-167.2953018049009
-4.096796074126761,-168.19963970849352
-4.174600008225351,-169.10397761208614
-4.2524039423239435,-170.00831551567876
-4.330207876422535,-170.91265341927138
-4.408011810521127,-171.63216140890114
-4.485815744619718,-172.28304056886543
-4.56361967871831,-172.93391972882972
-4.641423612816902,-173.58479888879404
-4.7192275469154925,-174.23567804875833
-4.797031481014084,-174.94816718271517
-4.874835415112676,-175.72577571887214
-4.9526393492112675,-176.50338425502912
-5.030443283309859,-177.2809927911861
-5.108247217408451,-178.05860132734307
-5.186051151507042,-178.83620986350005
-5.263855085605634,-179.63253535124502
-5.341659019704226,-180.46083563098762
-5.4194629538028165,-181.28913591073018
-5.497266887901408,-180.47034427246248
-5.575070822,-163.4551495
-5.507082153333333,-115.59955964341086
-5.4390934846666665,-81.03300649500557
-5.371104816,-61.74884474
-5.303116147333333,-42.464683444545976
-5.235127478666667,-23.180521871969347
-5.16713881,-5.225264228
-5.09012039640625,8.039302526922393
-5.0131019828125,21.303869145161347
-4.93608356921875,35.60318105919683
-4.859065155625,48.76046639084413
-4.78204674203125,59.606705228838294
-4.7050283284375,66.24751773600175
-4.62800991484375,72.88833024316521
-4.55099150125,76.94727276715386
-4.47397308765625,80.83535626390648
-4.3969546740625,84.72343976065912
-4.31993626046875,87.49871475302952
-4.242917846875,90.07495083284086
-4.16589943328125,92.6511869126522
-4.088881019687499,95.22742299246354
-4.01186260609375,97.28634934923195
-3.9348441925,98.67195194318074
-3.8578257789062502,100.05755453712953
-3.7808073653125,101.44315713107834
-3.70378895171875,102.82875972502713
-3.626770538125,104.00294582665651
-3.5497521245312504,105.02360328618214
-3.4727337109375,106.04426074570776
-3.39571529734375,107.06491820523338
-3.3186968837499995,108.08557566475902
-3.2416784701562498,108.84072923644341
-3.1646600565625,109.58037893159869
-3.08764164296875,110.32002862675398
-3.0106232293749993,111.05967832190926
-2.9336048157812495,111.79932801706455
-2.8565864021875003,112.40165766961232
-2.7795679885937505,112.82015565692564
-2.702549575,113.23865364423895
-2.6255311614062493,113.65715163155228
-2.5485127478124996,114.07564961886558
-2.4714943342187503,114.4941476061789
-2.3944759206250006,114.91264559349221
-2.31745750703125,115.18075203770057
-2.2404390934375,115.41286734225048
-2.16342067984375,115.6449826468004
-2.08640226625,115.87709795135031
-2.0093838526562497,116.10921325590022
-1.9323654390624998,116.34132856045014
-1.85534702546875,116.78202887975418
-1.7783286118749997,117.34650491877964
-1.7013101982812497,117.9109809578051
-1.6242917846875,118.47545699683056
-1.54727337109375,119.03993303585602
-1.4702549574999997,119.2646325743934
-1.3932365439062497,119.38921939046729
-1.3162181303125005,119.51380620654118
-1.2391997167187503,119.63839302261506
-1.1621813031250003,119.76297983868895
-1.0851628895312502,119.88756665476284
-1.0081444759375,120.09718748125933
-0.9311260623437501,120.36514559278548
-0.85410764875,120.63310370431164
-0.7770892351562506,120.90106181583778
-0.7000708215625007,121.16901992736393
-0.62305240796875,121.3625732811851
-0.5460339943749998,121.37963162494809
-0.46901558078124944,121.39668996871106
-0.3919971671875006,121.41374831247404
-0.31497875359375027,121.43080665623701
-0.23796034,121.447865
-0.16095276642857143,121.75624742165394
-0.08394519285714286,122.06462984330787
-0.0069376192857142915,122.37301226496182
0.07006995428571428,122.68139468661575
0.14707752785714284,122.98977710826969
0.2240851014285714,123.29815952992364
0.30109267500000003,123.64315270151542
0.3781002485714286,124.18375187362855
0.45510782214285717,124.72435104574167
0.5321153957142857,125.26495021785479
0.6091229692857142,125.80554938996791
0.6861305428571428,126.30369911418447
0.7631381164285713,126.32075505704795
0.84014569,126.33781099991141
0.9171532635714285,126.35486694277489
0.994160837142857,126.37192288563836
1.0711684107142858,126.38897882850182
1.1481759842857142,126.4060347713653
1.2251835578571426,126.48072173731141
1.3021911314285712,126.6232099078423
1.3791987049999999,126.76569807837319
1.456206278571428,126.90818624890407
1.5332138521428567,127.05067441943497
1.6102214257142853,127.22914938306585
1.6872289992857141,127.59355610960586
1.7642365728571427,127.95796283614587
1.8412441464285716,128.32236956268588
1.9182517199999998,128.6867762892259
1.9952592935714286,129.05118301576587
2.072266867142857,129.2154023428832
2.1492744407142856,129.10702605809598
2.2262820142857143,128.99864977330876
2.303289587857143,128.89027348852153
2.3802971614285715,128.7818972037343
2.457304735,128.70199742486352
2.5343123085714288,128.81939914980504
2.611319882142857,128.93680087474655
2.6883274557142856,129.0542025996881
2.7653350292857146,129.1716043246296
2.842342602857143,129.28900604957113
2.9193501764285714,129.40640777451264
2.99635775,129.5744344064683
3.0733653235714287,129.7921819285899
3.150372897142857,130.00992945071152
3.2273804707142855,130.22767697283314
3.304388044285714,130.44542449495472
3.3813956178571427,130.66317201707633
3.4584031914285713,130.88091953919795
3.535410765,112.3168287
3.4572237962,83.82775081786323
3.3790368274,48.516967335472366
3.3008498586,33.726671248
3.2226628898,15.290749554237618
3.144475921,0.602335934
3.0675839744285716,-16.75372296264304
2.990692027857143,-28.794167306681388
2.9138000812857143,-41.404141768788634
2.8369081347142857,-53.20332684842264
2.760016188142857,-61.110722634586566
2.683124241571429,-67.50530401606461
2.6062322950000003,-72.21898045268202
2.5293403484285717,-76.93265688929942
2.452448401857143,-81.64633332591684
2.3755564552857145,-84.77600406559229
2.298664508714286,-87.79888789520874
2.2217725621428572,-90.82177172482518
2.144880615571429,-93.84465555444163
2.067988669,-95.83922109060705
1.9910967224285716,-97.78858580916359
1.914204775857143,-99.73795052772013
1.8373128292857146,-101.31666865987185
1.760420882714286,-102.83662574776933
1.6835289361428574,-104.35658283566681
1.6066369895714288,-105.66656164762513
1.529745043,-106.91325933488967
1.4528530964285717,-108.15995702215419
1.375961149857143,-109.40665470941873
1.2990692032857143,-110.65335239668326
1.222177256714286,-111.60320405531209
1.1452853101428573,-112.5219904314777
1.0683933635714287,-113.4407768076433
0.991501417,-114.3595631838089
0.9146094704285714,-115.27834955997452
0.8377175238571427,-116.19713593614011
0.7608255772857144,-116.99568817977558
0.6839336307142858,-117.47515751279846
0.6070416841428571,-117.95462684582134
0.5301497375714285,-118.43409617884421
0.45325779099999985,-118.91356551186708
0.3763658444285712,-119.39303484488995
0.33346823185714286,-119.77451541982248
0.2565762852857144,-120.29252133585798
0.17968433871428602,-120.81052725189349
0.10279239214285757,-121.328533167929
0.025900445571428454,-121.8465390839645
-0.050991501,-122.364545
-0.12806486234482758,-122.92942375837244
-0.20513822368965517,-123.49430251674488
-0.28221158503448274,-124.05918127511731
-0.35928494637931035,-124.62406003348976
-0.436358307724138,-125.2069907758979
-0.5134316690689655,-125.8936047076526
-0.5905050304137931,-126.58021863940729
-0.6675783917586207,-127.26683257116197
-0.7446517531034482,-127.95344650291666
-0.8217251144482758,-128.64006043467134
-0.8987984757931035,-129.29994354039724
-0.9758718371379311,-129.84871027027634
-1.0529451984827587,-130.39747700015542
-1.1300185598275863,-130.94624373003452
-1.2070919211724138,-131.61120264913723
-1.2841652825172414,-132.4211535363061
-1.361238643862069,-133.23110442347493
-1.4383120052068965,-134.04105531064377
-1.5153853665517238,-134.79521888430702
-1.5924587278965516,-135.38618374933822
-1.6695320892413794,-135.9771486143694
-1.746605450586207,-136.56811347940058
-1.8236788119310348,-137.15907834443178
-1.900752173275862,-137.78771328051934
-1.9778255346206897,-138.43908807668373
-2.0548988959655174,-139.09046287284815
-2.131972257310345,-139.74183766901257
-2.2090456186551726,-140.39321246605127
-2.28611898,-141.04458726423266
-2.3631923413448277,-141.69596206241403
-2.440265702689655,-142.34733686059542
-2.517339064034483,-143.07588936380898
-2.5944124253793106,-144.04441628923485
-2.671485786724138,-145.0129432146607
-2.7485591480689657,-145.98147014008657
-2.8256325094137926,-146.9430905390784
-2.9027058707586213,-147.781873430044
-2.979779232103448,-148.62065632100956
-3.0568525934482764,-149.45943921197514
-3.1339259547931033,-150.2982221029407
-3.2109993161379315,-151.11152926280062
-3.2880726774827593,-151.82389484679808
-3.365146038827586,-152.53626043079552
-3.4422194001724145,-153.248626014793
-3.5192927615172414,-153.96099159879043
-3.596366122862069,-154.6733571827879
-3.6734394842068965,-155.36687198506888
-3.7505128455517243,-156.03893061268553
-3.8275862068965516,-156.71098924030218
-3.9046595682413794,-157.38304786791883
-3.981732929586207,-158.0551064955355
-4.058806290931035,-158.799111440699
-4.135879652275862,-159.65311123720403
-4.21295301362069,-160.50711103370904
-4.290026374965517,-161.36111083021407
-4.367099736310346,-162.09198682749894
-4.444173097655173,-162.65686556374948
-4.521246459,-163.2217443
-4.4532577904,-100.0837624460317
-4.3852691218,-75.48398628637872
-4.3172804531999995,-49.5553067437431
-4.2492917846,-27.834821805241734
-4.181303116,-6.335821106
-4.103835258076923,10.034518426373612
-4.026367400153846,27.498648067487814
-3.9488995422307687,39.64132162238273
-3.8714316843076917,50.09763429244893
-3.793963826384615,59.536378360890026
-3.716495968461538,67.58996038788679
-3.639028110538461,72.33894167171086
-3.5615602526153842,77.08792295553494
-3.4840923946923072,81.836904239359
-3.4066245367692303,84.98491867775796
-3.3291566788461537,87.69395833086307
-3.2516888209230768,90.40299798396818
-3.174220963,93.1120376370733
-3.096753105076923,94.58417464245943
-3.019285247153846,95.8126793162513
-2.941817389230769,97.04118399004318
-2.864349531307692,98.26968866383504
-2.786881673384615,99.49819333762692
-2.7094138154615384,100.63992432384899
-2.6319459575384614,101.62065352681219
-2.554478099615384,102.6013827297754
-2.4770102416923074,103.58211193273858
-2.3995423837692305,104.56284113570179
-2.322074525846154,105.30350032999527
-2.2446066679230765,105.82538604749983
-2.167138809999999,106.34727176500438
-2.089670952076922,106.86915748250894
-2.0122030941538456,107.39104320001348
-1.9347352362307686,107.86962596778811
-1.8572673783076916,108.2232690793549
-1.7797995203846146,108.57691219092172
-1.7023316624615377,108.93055530248851
-1.6248638045384607,109.28419841405533
-1.5473959466153846,109.63784152562212
-1.4699280886923074,110.040835801497
-1.3924602307692304,110.54253240598798
-1.3149923728461541,111.04422901047897
-1.237524514923077,111.54592561496996
-1.1600566569999997,112.04762221946095
-1.0825887990769227,112.54931882395194
-1.005120941153846,112.72864172649233
-0.9276530832307691,112.85022605833193
-0.8501852253076922,112.97181039017154
-0.7727173673846153,113.09339472201114
-0.6952495094615383,113.21497905385075
-0.6177816515384614,113.33656338569035
-0.5403137936153847,113.46625508699836
-0.46284593569230775,113.60454764959869
-0.38537807776923083,113.74284021219901
-0.3079102198461539,113.88113277479934
-0.23044236192307693,114.01942533739967
-0.152974504,114.1577179
-0.07577903658333336,114.52984118879499
0.0014164308333332876,114.90196447759
0.07861189824999995,115.274087766385
0.1558073656666666,115.64621105517999
0.23300283308333325,116.018334343975
0.3101983004999999,116.39045763277
0.3873937679166667,116.76258092156499
0.46458923533333324,117.04089924163686
0.5417847027499998,117.23043786229269
0.6189801701666666,117.41997648294853
0.6961756375833332,117.60951510360435
0.7733711049999998,117.79905372426018
0.8505665724166666,117.988592344916
0.9277620398333333,118.17813096557182
1.0049575072499999,118.36766958622765
1.0821529746666663,118.62101668411476
1.159348442083333,118.88959080434925
1.2365439094999997,119.15816492458376
1.3137393769166665,119.42673904481825
1.3909348443333331,119.69531316505275
1.4681303117499998,119.96388728528724
1.5453257791666666,120.23246140552173
1.6225212465833334,120.50103552575624
1.6997167139999998,120.70446730103806
1.7769121814166664,120.8990777175966
1.854107648833333,121.09368813415513
1.93130311625,121.28829855071366
2.008498583666667,121.48290896727221
2.0856940510833333,121.67751938383074
2.1628895185,121.87212980038927
2.2400849859166665,122.09323730619387
2.3172804533333333,122.35501476265097
2.39447592075,122.61679221910808
2.4716713881666665,122.87856967556519
2.5488668555833334,123.1403471320223
2.6260623229999993,123.4021245884794
2.7032577904166666,123.6639020449365
2.7804532578333334,123.92567950139362
2.85764872525,124.15934853522113
2.9348441926666666,124.30765124977653
3.0120396600833335,124.45595396433193
3.0892351275,124.60425667888732
3.1664305949166667,124.75255939344272
3.2436260623333335,124.91633847019573
3.32082152975,125.1489873564335
3.3980169971666667,125.38163624267125
3.475212464583333,124.45050562646534
3.552407932,101.6893641
3.48101983,85.72670883629567
3.409631728,70.8271765990454
3.338243626,41.84126568536324
3.266855524,28.6693080680908
3.195467422,1.942533387
3.117890607871795,-6.566002209148828
3.04031379374359,-18.86588865272782
2.962736979615385,-33.03532666198328
2.8851601654871795,-43.6224038672025
2.8075833513589745,-52.20979751180029
2.730006537230769,-60.41458375085128
2.652429723102564,-68.51876927730422
2.5748529089743593,-73.29123042277882
2.497276094846154,-78.00923071506874
2.419699280717949,-81.7588758752762
2.3421224665897435,-85.50852103548368
2.2645456524615386,-89.21323284647903
2.1869688383333337,-92.69627347994168
2.1093920242051283,-96.17931411340435
2.031815210076923,-99.41080047495615
1.954238395948718,-100.40624903854949
1.876661581820513,-101.40169760214282
1.7990847676923072,-102.39714616573617
1.7215079535641025,-103.3925947293295
1.6439311394358975,-104.38804329292284
1.5663543253076928,-105.38349185651617
1.488777511179487,-106.45148602560946
1.4112006970512818,-107.68171854975623
1.3336238829230767,-108.911951073903
1.2560470687948713,-110.14218359804977
1.178470254666667,-111.37241612219653
1.100893440538461,-112.60264864634331
1.023316626410256,-113.74118993297907
0.945739812282051,-114.86114515866798
0.8681629981538459,-115.98110038435688
0.7905861840256408,-117.10105561004578
0.7130093698974358,-118.22101083573467
0.6354325557692307,-119.34096606142357
0.5578557416410257,-120.46092128711247
0.48027892751282036,-121.26520841584376
0.40270211338461526,-121.86003353688282
0.3251252992564102,-122.45485865792187
0.2475484851282051,-123.04968377896094
0.169971671,-123.6445089
0.09277620358333331,-124.32173241495575
0.015580736166666637,-124.99895592991147
-0.06161473125000008,-125.67617944486722
-0.13881019866666672,-126.35340295982294
-0.21600566608333338,-127.03062647477869
-0.29320113350000016,-127.70784998973441
-0.3703966009166667,-128.38507350469015
-0.4475920683333334,-128.87541995207854
-0.5247875357500001,-129.3567819261381
-0.6019830031666669,-129.83814390019765
-0.6791784705833335,-130.3195058742572
-0.7563739380000001,-130.80086784831676
-0.8335694054166668,-131.3920400749352
-0.9107648728333334,-132.3521747506478
-0.9879603402500003,-133.31230942636037
-1.065155807666667,-134.27244410207294
-1.1423512750833336,-135.21520008674196
-1.2195467425000004,-136.15073375833282
-1.296742209916667,-137.08626742992365
-1.3739376773333336,-138.02180110151448
-1.4511331447500004,-138.95733477310534
-1.528328612166667,-139.81984297051105
-1.6055240795833337,-140.64166554738472
-1.6827195470000005,-141.4634881242584
-1.759915014416667,-142.35360157139186
-1.8371104818333335,-143.37660535748287
-1.9143059492500003,-144.39960914357388
-1.9915014166666667,-145.4120660735853
-2.0686968840833333,-146.14766807990603
-2.1458923515,-146.88327008622676
-2.2230878189166665,-147.6188720925475
-2.3002832863333333,-148.35447409886822
-2.37747875375,-149.27794195481997
-2.4546742211666666,-150.46859679167378
-2.5318696885833334,-151.65925162852756
-2.609065156,-152.84990646538137
-2.6862606234166666,-153.98485594949665
-2.763456090833333,-155.0515947970487
-2.8406515582500003,-156.11833364460077
-2.917847025666666,-157.1850724921528
-2.9950424930833335,-158.2518113397049
-3.0722379605000003,-159.1876990607097
-3.1494334279166667,-159.91484807994627
-3.2266288953333335,-160.64199709918284
-3.3038243627500004,-161.36914611841942
-3.3810198301666667,-162.0278956971733
-3.4582152975833336,-162.64853701697868
-3.535410765,-152.3721683
-3.4606232296,-96.80743136434847
-3.3858356942,-62.460855942196375
-3.3110481588,-40.69456870427241
-3.2362606234,-26.060064289029906
-3.161473088,-0.129878686
